Bairros;Valores;Informações;Descricao
"Blumenau, Itoupava Central
Cód.: AP1485";R$ 220.000,00;"2 quartos
1 vaga
48,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 48 m² - AP1485
"Blumenau, Água Verde
Cód.: 3318861";R$ 379.000,00;"2 quartos
1 suíte
1 vaga
69,8 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios (1 suíte) e 69.75 m² - 3318861
"Blumenau, Velha
Cód.: 5006944";R$ 192.000,00;"3 quartos
66,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios e 66 m² - 5006944
"Blumenau, Itoupavazinha
Cód.: 70211677";R$ 219.000,00;"2 quartos
1 vaga
45,0 m²";Apartamento no Bairro Itoupavazinha em Blumenau com 2 Dormitórios e 45 m² - 70211677
"Blumenau, Velha
Cód.: 3479092";R$ 280.000,00;"2 quartos
1 vaga
85,4 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios e 85.42 m² - 3479092
"Blumenau, Escola Agrícola
Cód.: 1851";R$ 480.000,00;"3 quartos
1 suíte
3 vagas
130,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 130 m² - 1851
"Blumenau, Passo Manso
Cód.: CA0099";R$ 399.000,00;"2 quartos
2 suítes
2 vagas
120,0 m²";Casa no Bairro Passo Manso em Blumenau com 2 Dormitórios (2 suítes) e 120 m² - CA0099
"Blumenau, Progresso
Cód.: CA0569";R$ 310.000,00;"3 quartos
2 vagas
196,0 m²";Casa no Bairro Progresso em Blumenau com 3 Dormitórios e 196 m² - CA0569
"Blumenau, Velha
Cód.: AP2312";R$ 398.000,00;"2 quartos
1 suíte
1 vaga
69,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 69 m² - AP2312
"Blumenau, Água Verde
Cód.: AP0108_IMOME";R$ 370.000,00;"4 quartos
1 suíte
2 vagas
113,6 m²";Apartamento no Bairro Água Verde em Blumenau com 4 Dormitórios (1 suíte) e 113.59 m² - AP0108_IMOME
"Blumenau, Progresso
Cód.: 3490770";R$ 550.000,00;"7 quartos
1 suíte
2 vagas
207,4 m²";Casa no Bairro Progresso em Blumenau com 7 Dormitórios (1 suíte) e 207.37 m² - 3490770
"Blumenau, Victor Konder
Cód.: AP1634";R$ 880.000,00;"3 quartos
3 suítes
3 vagas
99,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 99 m² - AP1634
"Blumenau, Água Verde
Cód.: CA0120";R$ 380.000,00;"3 quartos
1 suíte
2 vagas";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) - CA0120
"Blumenau, Testo Salto
Cód.: SO0417";R$ 349.900,00;"2 quartos
2 suítes
2 vagas
91,0 m²";Casa no Bairro Testo Salto em Blumenau com 2 Dormitórios (2 suítes) e 91 m² - SO0417
"Blumenau, Escola Agrícola
Cód.: CA1678";R$ 580.000,00;"3 quartos
1 suíte
2 vagas
271,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 271 m² - CA1678
"Blumenau, Glória
Cód.: CA0002_2-3141208";R$ 359.000,00;"2 quartos
1 suíte
2 vagas
184,0 m²";Casa no Bairro Glória em Blumenau com 2 Dormitórios (1 suíte) e 184 m² - CA0002_2-3141208
"Blumenau, Velha
Cód.: 7692";R$ 220.000,00;"1 quarto
1 vaga
43,0 m²";Apartamento no Bairro Velha em Blumenau com 1 Dormitórios e 43 m² - 7692
"Blumenau, Vila Nova
Cód.: AP1581";R$ 390.000,00;"2 quartos
1 suíte
1 vaga
70,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios (1 suíte) e 70 m² - AP1581
"Blumenau, Fortaleza
Cód.: 6004438";R$ 395.000,00;"2 quartos
1 vaga
55,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios e 55 m² - 6004438
"Blumenau, Vila Nova
Cód.: 4651656";R$ 1.100.000,00;"2 quartos
2 suítes
2 vagas
216,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios (2 suítes) e 216 m² - 4651656
"Blumenau, Victor Konder
Cód.: 35719102";R$ 399.000,00;"2 quartos
1 suíte
2 vagas
100,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios (1 suíte) e 100 m² - 35719102
"Blumenau, Nova Esperança
Cód.: 4041161";R$ 239.000,00;"2 quartos
1 vaga
52,0 m²";Apartamento no Bairro Nova Esperança em Blumenau com 2 Dormitórios e 51.95 m² - 4041161
"Blumenau, Vila Nova
Cód.: L0332_1-3133902";R$ 990.000,00;"3 quartos
3 suítes
2 vagas
206,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 206 m² - L0332_1-3133902
"Blumenau, Escola Agrícola
Cód.: AP4795";R$ 370.000,00;"2 quartos
1 suíte
1 vaga
68,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 2 Dormitórios (1 suíte) e 68 m² - AP4795
"Blumenau, Itoupava Norte
Cód.: AP0177";R$ 470.000,00;"2 quartos
1 suíte
2 vagas
67,0 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios (1 suíte) e 67 m² - AP0177
"Blumenau, Victor Konder
Cód.: AP0540";R$ 390.000,00;"2 quartos
1 vaga
64,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios e 64 m² - AP0540
"Blumenau, Fortaleza Alta
Cód.: 927";R$ 275.000,00;"2 quartos
1 vaga
63,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 2 Dormitórios e 63 m² - 927
"Blumenau, Centro
Cód.: 5410039";R$ 448.000,00;"2 quartos
1 suíte
2 vagas
81,9 m²";Apartamento no Bairro Centro em Blumenau com 2 Dormitórios (1 suíte) e 81.88 m² - 5410039
"Blumenau, Vila Nova
Cód.: 6300174";R$ 390.000,00;"2 quartos
2 suítes
2 vagas
75,9 m²";Casa no Bairro Vila Nova em Blumenau com 2 Dormitórios (2 suítes) e 75.87 m² - 6300174
"Blumenau, Itoupava Norte
Cód.: 393";R$ 1.299.000,00;"3 quartos
3 suítes
2 vagas
206,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (3 suítes) e 206 m² - 393
"Blumenau, Progresso
Cód.: V01159";R$ 450.000,00;"3 quartos
1 suíte
1 vaga
120,0 m²";Casa no Bairro Progresso em Blumenau com 3 Dormitórios (1 suíte) e 120 m² - V01159
"Blumenau, Itoupavazinha
Cód.: 590121006-70";R$ 399.000,00;"3 quartos
1 suíte
2 vagas
420,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 3 Dormitórios (1 suíte) e 420 m² - 590121006-70
"Blumenau, Velha
Cód.: CA1152";R$ 790.000,00;"3 quartos
1 suíte
3 vagas
179,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 179 m² - CA1152
"Blumenau, Velha
Cód.: AP0134";R$ 450.000,00;"2 quartos
1 suíte
2 vagas
73,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 73 m² - AP0134
"Blumenau, Salto Norte
Cód.: CA0638";R$ 350.000,00;"2 quartos
2 vagas
100,0 m²";Casa no Bairro Salto Norte em Blumenau com 2 Dormitórios e 100 m² - CA0638
"Blumenau, Itoupava Norte
Cód.: 590141021-3";R$ 998.000,00;"3 quartos
1 suíte
2 vagas
205,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (1 suíte) e 205 m² - 590141021-3
"Blumenau, Itoupava Central
Cód.: CA02363V";R$ 480.000,00;"3 quartos
1 suíte
2 vagas
183,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (1 suíte) e 183 m² - CA02363V
"Blumenau, Garcia
Cód.: 6302";R$ 500.000,00;"2 quartos
1 suíte
2 vagas
109,5 m²";Apartamento no Bairro Garcia em Blumenau com 2 Dormitórios (1 suíte) e 109.53 m² - 6302
"Blumenau, Progresso
Cód.: 1798";R$ 198.000,00;"2 quartos
1 vaga
48,0 m²";Apartamento no Bairro Progresso em Blumenau com 2 Dormitórios e 48 m² - 1798
"Blumenau, Itoupava Norte
Cód.: AP0164";R$ 590.000,00;"3 quartos
3 suítes
2 vagas
95,0 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (3 suítes) e 95 m² - AP0164
"Blumenau, Itoupava Norte
Cód.: 4011056";R$ 300.578,00;"2 quartos
1 vaga
58,0 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios e 57.95 m² - 4011056
"Blumenau, Badenfurt
Cód.: CA0287";R$ 391.000,00;"4 quartos
2 vagas
173,0 m²";Casa no Bairro Badenfurt em Blumenau com 4 Dormitórios e 173 m² - CA0287
"Blumenau, Passo Manso
Cód.: AP3395";R$ 340.000,00;"3 quartos
1 suíte
1 vaga
71,0 m²";Apartamento no Bairro Passo Manso em Blumenau com 3 Dormitórios (1 suíte) e 71 m² - AP3395
"Blumenau, Victor Konder
Cód.: AP0044";R$ 450.000,00;"3 quartos
1 suíte
1 vaga
122,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (1 suíte) e 122 m² - AP0044
"Blumenau, Itoupava Central
Cód.: AP1495";R$ 310.000,00;"2 quartos
1 vaga
53,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 53 m² - AP1495
"Blumenau, Victor Konder
Cód.: AP08091V";R$ 550.000,00;"2 quartos
1 suíte
1 vaga
72,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios (1 suíte) e 72 m² - AP08091V
"Blumenau, Salto Norte
Cód.: CA0750";R$ 280.000,00;"2 quartos
3 vagas
173,0 m²";Casa no Bairro Salto Norte em Blumenau com 2 Dormitórios e 173 m² - CA0750
"Blumenau, Itoupava Norte
Cód.: CA0080";R$ 3.000.000,00;"4 quartos
4 suítes
6 vagas
452,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 4 Dormitórios (4 suítes) e 452 m² - CA0080
"Blumenau, Escola Agrícola
Cód.: CA0175";R$ 539.000,00;"3 quartos
1 suíte
2 vagas
120,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 120 m² - CA0175
"Blumenau, Centro
Cód.: AP6046";R$ 350.000,00;"1 quarto
1 suíte
34,0 m²";Apartamento no Bairro Centro em Blumenau com 1 Dormitórios (1 suíte) e 34 m² - AP6046
"Blumenau, Água Verde
Cód.: RX1001";R$ 259.000,00;"3 quartos
1 vaga";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios - RX1001
"Blumenau, Tribess
Cód.: 3070797";R$ 1.170.000,00;"3 quartos
1 suíte
2 vagas
188,4 m²";Casa no Bairro Tribess em Blumenau com 3 Dormitórios (1 suíte) e 188.39 m² - 3070797
"Blumenau, Victor Konder
Cód.: AP0163";R$ 620.000,00;"3 quartos
2 suítes
2 vagas
98,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (2 suítes) e 98 m² - AP0163
"Blumenau, Salto Norte
Cód.: 590121031-17";R$ 389.000,00;"2 quartos
1 suíte
2 vagas
90,0 m²";Casa no Bairro Salto Norte em Blumenau com 2 Dormitórios (1 suíte) e 90 m² - 590121031-17
"Blumenau, Boa Vista
Cód.: 217";R$ 295.000,00;"2 quartos
1 vaga
48,0 m²";Apartamento no Bairro Boa Vista em Blumenau com 2 Dormitórios e 48 m² - 217
"Blumenau, Ribeirão Fresco
Cód.: 652";R$ 260.000,00;"3 quartos
1 vaga
136,0 m²";Apartamento no Bairro Ribeirão Fresco em Blumenau com 3 Dormitórios e 136 m² - 652
"Blumenau, Fortaleza
Cód.: 137";R$ 723.500,00;"3 quartos
1 suíte
4 vagas
174,0 m²";Casa no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 174 m² - 137
"Blumenau, Victor Konder
Cód.: AP1301";R$ 299.000,00;"1 quarto
46,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 1 Dormitórios e 46 m² - AP1301
"Blumenau, Água Verde
Cód.: 6004517";R$ 860.000,00;"3 quartos
1 suíte
1 vaga
301,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 301 m² - 6004517
"Blumenau, Victor Konder
Cód.: AP0746";R$ 1.200.000,00;"4 quartos
4 suítes
3 vagas
168,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 4 Dormitórios (4 suítes) e 168 m² - AP0746
"Blumenau, Vila Nova
Cód.: 101AP";R$ 510.000,00;"3 quartos
1 suíte
1 vaga
109,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (1 suíte) e 109 m² - 101AP
"Blumenau, Centro
Cód.: AP5079";R$ 450.000,00;"4 quartos
1 suíte
148,0 m²";Apartamento no Bairro Centro em Blumenau com 4 Dormitórios (1 suíte) e 148 m² - AP5079
"Blumenau, Garcia
Cód.: 274";R$ 199.000,00;"3 quartos
2 vagas
90,0 m²";Casa no Bairro Garcia em Blumenau com 3 Dormitórios e 90 m² - 274
"Blumenau, Ponta Aguda
Cód.: 3317922";R$ 760.000,00;"3 quartos
3 suítes
2 vagas
158,5 m²";Casa no Bairro Ponta Aguda em Blumenau com 3 Dormitórios (3 suítes) e 158.47 m² - 3317922
"Blumenau, Fortaleza
Cód.: 4850029";R$ 349.000,00;"3 quartos
2 vagas
90,6 m²";Casa no Bairro Fortaleza em Blumenau com 3 Dormitórios e 90.6 m² - 4850029
"Blumenau, Velha
Cód.: 4191640";R$ 360.000,00;"2 quartos
2 suítes
2 vagas
88,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 88 m² - 4191640
"Blumenau, Velha
Cód.: AP1325";R$ 309.500,00;"2 quartos
1 vaga
51,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios e 51 m² - AP1325
"Blumenau, Vila Nova
Cód.: 4160319";R$ 495.000,00;"4 quartos
2 suítes
1 vaga
200,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 4 Dormitórios (2 suítes) e 200 m² - 4160319
"Blumenau, Valparaiso
Cód.: 35719897";R$ 680.000,00;"3 quartos
1 suíte
2 vagas
264,0 m²";Casa no Bairro Valparaiso em Blumenau com 3 Dormitórios (1 suíte) e 264 m² - 35719897
"Blumenau, Centro
Cód.: AP1484";R$ 400.000,00;"3 quartos
1 vaga
112,0 m²";Apartamento no Bairro Centro em Blumenau com 3 Dormitórios e 112 m² - AP1484
"Blumenau, Água Verde
Cód.: 6290267";R$ 498.000,00;"2 quartos
2 suítes
2 vagas
125,2 m²";Casa no Bairro Água Verde em Blumenau com 2 Dormitórios (2 suítes) e 125.24 m² - 6290267
"Blumenau, Itoupavazinha
Cód.: 1860";R$ 550.000,00;"3 quartos
1 suíte
1 vaga
280,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 3 Dormitórios (1 suíte) e 280 m² - 1860
"Blumenau, Nova Esperança
Cód.: 863";R$ 349.000,00;;Casa no Bairro Nova Esperança em Blumenau - 863
"Blumenau, Velha
Cód.: 2424";R$ 565.000,00;"3 quartos
1 suíte
2 vagas
81,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 81 m² - 2424
"Blumenau, Água Verde
Cód.: V01482";R$ 350.000,00;"2 quartos
1 suíte
1 vaga
80,7 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios (1 suíte) e 80.67 m² - V01482
"Blumenau, Água Verde
Cód.: 930";R$ 215.000,00;"2 quartos
1 vaga
50,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios e 50 m² - 930
"Blumenau, Tribess
Cód.: 2573";R$ 430.000,00;"3 quartos
1 vaga";Casa no Bairro Tribess em Blumenau com 3 Dormitórios - 2573
"Blumenau, Centro
Cód.: 16";R$ 455.000,00;"3 quartos
1 suíte
1 vaga
156,0 m²";Apartamento no Bairro Centro em Blumenau com 3 Dormitórios (1 suíte) e 156 m² - 16
"Blumenau, Centro
Cód.: 3479224";R$ 350.000,00;"1 quarto
1 suíte
1 vaga
36,9 m²";Apartamento no Bairro Centro em Blumenau com 1 Dormitórios (1 suíte) e 36.88 m² - 3479224
"Blumenau, Escola Agrícola
Cód.: 9933";R$ 980.000,00;"4 quartos
2 suítes
2 vagas
299,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios (2 suítes) e 299 m² - 9933
"Blumenau, Vorstadt
Cód.: 590121010-71";R$ 970.000,00;"3 quartos
1 suíte
4 vagas
348,0 m²";Casa no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) e 348 m² - 590121010-71
"Blumenau, Centro
Cód.: 6320316";R$ 282.000,00;"1 vaga
33,7 m²";Apartamento no Bairro Centro em Blumenau com 33.68 m² - 6320316
"Blumenau, Itoupava Central
Cód.: AP08345V";R$ 310.000,00;"2 quartos
1 vaga
79,9 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 79.85 m² - AP08345V
"Blumenau, Água Verde
Cód.: 215";R$ 490.000,00;"3 quartos
1 suíte
2 vagas
101,7 m²";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 101.72 m² - 215
"Blumenau, Velha
Cód.: CA0449";R$ 690.000,00;"3 quartos
1 suíte
3 vagas
125,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 125 m² - CA0449
"Blumenau, Salto Weissbach
Cód.: 23";R$ 280.000,00;"3 quartos
1 vaga
82,0 m²";Apartamento no Bairro Salto Weissbach em Blumenau com 3 Dormitórios e 82 m² - 23
"Blumenau, Itoupava Norte
Cód.: 656";R$ 300.000,00;"2 quartos
1 suíte
1 vaga
71,0 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios (1 suíte) e 71 m² - 656
"Blumenau, Itoupava Seca
Cód.: CA0034";R$ 480.000,00;"3 quartos
1 suíte
2 vagas
120,0 m²";Casa no Bairro Itoupava Seca em Blumenau com 3 Dormitórios (1 suíte) e 120 m² - CA0034
"Blumenau, Fortaleza Alta
Cód.: CA02326V";R$ 580.000,00;"4 quartos
2 vagas
172,4 m²";Casa no Bairro Fortaleza Alta em Blumenau com 4 Dormitórios e 172.37 m² - CA02326V
"Blumenau, Velha
Cód.: CA0788";R$ 670.000,00;"3 quartos
1 suíte
3 vagas
200,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 200 m² - CA0788
"Blumenau, Fortaleza
Cód.: AP1405";R$ 690.000,00;"3 quartos
1 suíte
2 vagas
98,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 98 m² - AP1405
"Blumenau, Água Verde
Cód.: CA0167";R$ 470.000,00;"3 quartos
1 suíte
3 vagas
118,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 118 m² - CA0167
"Blumenau, Vila Nova
Cód.: 6320235";R$ 649.000,00;"3 quartos
1 suíte
2 vagas
106,7 m²";Casa no Bairro Vila Nova em Blumenau com 3 Dormitórios (1 suíte) e 106.67 m² - 6320235
"Blumenau, Salto Weissbach
Cód.: CA0503";R$ 650.000,00;"3 quartos
1 suíte
3 vagas
210,0 m²";Casa no Bairro Salto Weissbach em Blumenau com 3 Dormitórios (1 suíte) e 210 m² - CA0503
"Blumenau, Velha Central
Cód.: CA1718";R$ 380.000,00;"3 quartos
2 vagas
95,0 m²";Casa no Bairro Velha Central em Blumenau com 3 Dormitórios e 95 m² - CA1718
"Blumenau, Testo Salto
Cód.: 89074000";R$ 495.000,00;"5 quartos
2 vagas
150,0 m²";Casa no Bairro Testo Salto em Blumenau com 5 Dormitórios e 150 m² - 89074000
"Blumenau, Badenfurt
Cód.: 3478066";R$ 300.000,00;"2 quartos
1 vaga
90,0 m²";Casa no Bairro Badenfurt em Blumenau com 2 Dormitórios e 90 m² - 3478066
"Blumenau, Fortaleza
Cód.: 3070698";R$ 310.000,00;"2 quartos
2 vagas
68,0 m²";Casa no Bairro Fortaleza em Blumenau com 2 Dormitórios e 68 m² - 3070698
"Blumenau, Fortaleza
Cód.: 2654";R$ 400.000,00;"2 quartos
2 vagas";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios - 2654
"Blumenau, Itoupavazinha
Cód.: 4701";R$ 165.000,00;"2 quartos
1 vaga
42,0 m²";Apartamento no Bairro Itoupavazinha em Blumenau com 2 Dormitórios e 42 m² - 4701
"Blumenau, Salto Weissbach
Cód.: 4651939";R$ 350.000,00;"2 quartos
2 vagas
68,0 m²";Casa no Bairro Salto Weissbach em Blumenau com 2 Dormitórios e 68 m² - 4651939
"Blumenau, Fortaleza
Cód.: CA0038";R$ 549.000,00;"3 quartos
1 suíte
2 vagas
141,0 m²";Casa no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 141 m² - CA0038
"Blumenau, Água Verde
Cód.: 6290200";R$ 279.000,00;"3 quartos
1 vaga
56,6 m²";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios e 56.6 m² - 6290200
"Blumenau, Badenfurt
Cód.: 884";R$ 255.000,00;"2 quartos
1 suíte
1 vaga
55,0 m²";Apartamento no Bairro Badenfurt em Blumenau com 2 Dormitórios (1 suíte) e 55 m² - 884
"Blumenau, Passo Manso
Cód.: AP3270";R$ 250.000,00;"3 quartos
1 vaga
79,0 m²";Apartamento no Bairro Passo Manso em Blumenau com 3 Dormitórios e 79 m² - AP3270
"Blumenau, Salto Norte
Cód.: 4036";R$ 270.000,00;"2 quartos
1 suíte
1 vaga
61,8 m²";Apartamento no Bairro Salto Norte em Blumenau com 2 Dormitórios (1 suíte) e 61.83 m² - 4036
"Blumenau, Itoupava Seca
Cód.: 3319231";R$ 600.000,00;"2 quartos
1 suíte
2 vagas
78,8 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 2 Dormitórios (1 suíte) e 78.81 m² - 3319231
"Blumenau, Itoupava Central
Cód.: CA0089";R$ 249.000,00;"2 quartos
1 vaga
64,0 m²";Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 64 m² - CA0089
"Blumenau, Velha
Cód.: 6300845";R$ 1.650.000,00;"3 quartos
1 suíte
4 vagas
356,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 356 m² - 6300845
"Blumenau, Passo Manso
Cód.: 401";R$ 395.000,00;"3 quartos
1 suíte
2 vagas
135,0 m²";Casa no Bairro Passo Manso em Blumenau com 3 Dormitórios (1 suíte) e 135 m² - 401
"Blumenau, Centro
Cód.: AP2263";R$ 390.000,00;"3 quartos
1 vaga
120,0 m²";Apartamento no Bairro Centro em Blumenau com 3 Dormitórios e 120 m² - AP2263
"Blumenau, Jardim Blumenau
Cód.: AP1436";R$ 550.000,00;"3 quartos
1 suíte
2 vagas
105,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (1 suíte) e 105 m² - AP1436
"Blumenau, Itoupava Central
Cód.: 3910";R$ 278.000,00;"2 quartos
1 vaga
68,3 m²";Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 68.26 m² - 3910
"Blumenau, Velha
Cód.: 5006893";R$ 329.000,00;"3 quartos
4 vagas
80,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios e 80 m² - 5006893
"Blumenau, Boa Vista
Cód.: 6004594";R$ 340.000,00;"2 quartos
1 vaga
63,3 m²";Apartamento no Bairro Boa Vista em Blumenau com 2 Dormitórios e 63.33 m² - 6004594
"Blumenau, Água Verde
Cód.: 1181";R$ 350.000,00;"2 quartos
1 vaga
70,0 m²";Casa no Bairro Água Verde em Blumenau com 2 Dormitórios e 70 m² - 1181
"Blumenau, Itoupava Central
Cód.: CA02923V";R$ 278.000,00;2 quartos;Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios - CA02923V
"Blumenau, Itoupava Central
Cód.: AP1180-V";R$ 218.000,00;"2 quartos
1 vaga
54,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 54 m² - AP1180-V
"Blumenau, Itoupava Norte
Cód.: 35719753";R$ 260.000,00;"2 quartos
1 vaga
64,3 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios e 64.34 m² - 35719753
"Blumenau, Victor Konder
Cód.: 4111682";R$ 399.000,00;"1 quarto
1 vaga
32,2 m²";Apartamento no Bairro Victor Konder em Blumenau com 1 Dormitórios e 32.15 m² - 4111682
"Blumenau, Salto Norte
Cód.: 145";R$ 390.000,00;"9 quartos
245,0 m²";Casa no Bairro Salto Norte em Blumenau com 9 Dormitórios e 245 m² - 145
"Blumenau, Velha
Cód.: AP0172";R$ 290.000,00;"2 quartos
1 vaga
50,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios e 50 m² - AP0172
"Blumenau, Victor Konder
Cód.: AP3423";R$ 440.775,60;"2 quartos
1 suíte
1 vaga
47,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios (1 suíte) e 47 m² - AP3423
"Blumenau, Vila Nova
Cód.: 3479112";R$ 399.000,00;"3 quartos
1 suíte
2 vagas
65,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (1 suíte) e 65 m² - 3479112
"Blumenau, Vorstadt
Cód.: CA0741";R$ 520.000,00;"6 quartos
7 vagas
250,0 m²";Casa no Bairro Vorstadt em Blumenau com 6 Dormitórios e 250 m² - CA0741
"Blumenau, Centro
Cód.: AP0028";R$ 380.000,00;"3 quartos
1 suíte
1 vaga
80,0 m²";Apartamento no Bairro Centro em Blumenau com 3 Dormitórios (1 suíte) e 80 m² - AP0028
