Bairros,Valores,Quartos,Suítes,Vagas,Tamanho,Tipo
Itoupava Central,790000.0,3.0,1.0,4.0,209.0,Casa
Água Verde,790000.0,3.0,1.0,2.0,160.0,Casa
Tribess,795000.0,3.0,1.0,3.0,133.0,Casa
Fortaleza,800000.0,3.0,1.0,2.0,120.0,Apartamento
Vila Nova,800000.0,3.0,1.0,3.0,119.0,Apartamento
Fortaleza,800000.0,3.0,0.0,2.0,450.0,Casa
Fortaleza,800000.0,3.0,0.0,2.0,140.0,Casa
Velha,800000.0,3.0,1.0,2.0,164.0,Apartamento
Velha,829000.0,3.0,1.0,2.0,100.4,Apartamento
Velha,829000.0,3.0,1.0,2.0,100.0,Apartamento
Vila Nova,849000.0,3.0,3.0,2.0,112.0,Apartamento
Vila Nova,850000.0,3.0,3.0,2.0,112.0,Apartamento
Água Verde,850000.0,3.0,1.0,3.0,225.0,Casa
Escola Agrícola,850000.0,3.0,2.0,2.0,108.0,Apartamento
Passo Manso,850000.0,3.0,1.0,2.0,420.0,Casa
Escola Agrícola,869000.0,3.0,1.0,2.0,87.0,Apartamento
Itoupava Seca,870000.0,3.0,1.0,3.0,102.0,Apartamento
Fortaleza,870000.0,3.0,1.0,2.0,245.0,Casa
Itoupava Central,874990.0,3.0,1.0,2.0,185.0,Casa
Victor Konder,885000.0,3.0,1.0,2.0,141.7,Apartamento
Itoupava Central,895000.0,3.0,1.0,4.0,210.0,Casa
Itoupava Seca,895000.0,3.0,1.0,1.0,91.0,Apartamento
Velha,898000.0,2.0,2.0,2.0,90.0,Apartamento
Badenfurt,899000.0,3.0,3.0,2.0,184.0,Casa
Ponta Aguda,900000.0,2.0,2.0,0.0,90.0,Apartamento
Progresso,900000.0,3.0,1.0,4.0,154.0,Casa
Ponta Aguda,900000.0,2.0,2.0,2.0,90.0,Apartamento
Vila Nova,900000.0,3.0,3.0,3.0,121.0,Apartamento
Vorstadt,920000.0,3.0,1.0,1.0,171.0,Casa
Vorstadt,920000.0,3.0,1.0,3.0,185.0,Casa
Jardim Blumenau,920000.0,3.0,3.0,2.0,96.0,Apartamento
Vorstadt,920000.0,3.0,1.0,3.0,171.0,Casa
Fortaleza,925000.0,3.0,1.0,2.0,130.0,Casa
Velha,929000.0,0.0,0.0,0.0,102.0,Apartamento
Fortaleza,930000.0,3.0,1.0,3.0,352.0,Casa
Vila Nova,950000.0,3.0,1.0,2.0,240.0,Apartamento
Velha,960000.0,3.0,2.0,3.0,140.0,Apartamento
Victor Konder,990000.0,2.0,2.0,2.0,83.8,Apartamento
Velha,990000.0,3.0,3.0,2.0,113.0,Apartamento
Itoupava Seca,990000.0,4.0,4.0,2.0,289.5,Casa
Velha,998000.0,3.0,3.0,2.0,124.0,Apartamento
Escola Agrícola,999000.0,3.0,3.0,2.0,106.0,Apartamento
Victor Konder,1000000.0,4.0,1.0,2.0,299.0,Apartamento
Velha,1043000.0,3.0,1.0,4.0,169.0,Casa
Velha,1052000.0,3.0,1.0,4.0,300.0,Casa
Itoupava Seca,1090000.0,3.0,1.0,2.0,111.0,Apartamento
Centro,1100000.0,3.0,3.0,2.0,106.0,Apartamento
Tribess,1100000.0,4.0,1.0,4.0,250.0,Casa
Tribess,1100000.0,3.0,1.0,4.0,230.0,Casa
Garcia,1100000.0,3.0,0.0,1.0,160.0,Casa
Velha,1145000.0,3.0,3.0,3.0,139.0,Apartamento
Jardim Blumenau,1150000.0,2.0,2.0,3.0,117.0,Apartamento
Salto Norte,1150000.0,2.0,1.0,4.0,138.0,Casa
Vila Nova,1170000.0,3.0,3.0,2.0,112.0,Apartamento
Tribess,1170000.0,0.0,0.0,2.0,188.0,Casa
Fortaleza,1170000.0,3.0,1.0,2.0,188.0,Casa
Velha,1180000.0,3.0,3.0,3.0,121.0,Apartamento
Velha Central,1200000.0,4.0,1.0,2.0,311.0,Casa
Velha,1200000.0,3.0,1.0,4.0,242.0,Casa
Vila Nova,1200000.0,3.0,1.0,2.0,140.0,Casa
Velha,1235000.0,3.0,3.0,2.0,134.0,Apartamento
Vila Nova,1250000.0,3.0,1.0,2.0,79.0,Apartamento
Victor Konder,1250000.0,3.0,3.0,2.0,172.0,Apartamento
Tribess,1250000.0,3.0,1.0,4.0,252.0,Casa
Victor Konder,1280000.0,3.0,3.0,3.0,140.0,Apartamento
Garcia,1290000.0,4.0,1.0,4.0,362.0,Casa
Escola Agrícola,1299000.0,3.0,2.0,4.0,107.0,Apartamento
Vila Nova,1299000.0,3.0,3.0,3.0,140.0,Apartamento
Salto Norte,1300000.0,3.0,1.0,6.0,172.0,Casa
Victor Konder,1300000.0,3.0,3.0,2.0,133.0,Apartamento
Itoupava Central,1320000.0,5.0,1.0,4.0,331.0,Casa
Velha,1370000.0,4.0,2.0,4.0,420.0,Casa
Jardim Blumenau,1380000.0,3.0,3.0,2.0,140.0,Apartamento
Jardim Blumenau,1380000.0,3.0,3.0,2.0,155.0,Apartamento
Bom Retiro,1387824.0,3.0,3.0,3.0,170.0,Apartamento
Vila Nova,1390000.0,3.0,3.0,3.0,138.0,Apartamento
Salto Norte,1390000.0,3.0,1.0,2.0,187.0,Casa
Vila Nova,1490000.0,3.0,3.0,2.0,176.0,Apartamento
Escola Agrícola,1495000.0,4.0,1.0,2.0,240.0,Casa
Jardim Blumenau,1600000.0,3.0,1.0,2.0,236.0,Apartamento
Velha,1650000.0,4.0,1.0,2.0,380.0,Casa
Itoupava Norte,1690000.0,4.0,1.0,3.0,421.0,Casa
Ponta Aguda,1700000.0,4.0,1.0,2.0,297.0,Apartamento
Jardim Blumenau,1700000.0,3.0,3.0,3.0,163.0,Apartamento
Victor Konder,1719994.0,3.0,3.0,3.0,172.0,Apartamento
Jardim Blumenau,1750000.0,3.0,3.0,3.0,163.0,Apartamento
Ponta Aguda,1750000.0,2.0,2.0,3.0,183.0,Apartamento
Jardim Blumenau,1750000.0,4.0,2.0,2.0,244.0,Apartamento
Victor Konder,1783000.0,3.0,3.0,3.0,172.0,Apartamento
Jardim Blumenau,1800000.0,3.0,3.0,3.0,212.0,Apartamento
Escola Agrícola,1849000.0,3.0,1.0,5.0,297.0,Casa
Ponta Aguda,1880000.0,3.0,3.0,3.0,299.0,Apartamento
Escola Agrícola,1890000.0,3.0,3.0,2.0,225.0,Casa
Ponta Aguda,1900000.0,3.0,3.0,2.0,139.0,Apartamento
Velha,1900000.0,3.0,1.0,6.0,196.0,Casa
Ponta Aguda,1900000.0,3.0,3.0,2.0,197.0,Apartamento
Victor Konder,1980000.0,4.0,3.0,2.0,183.0,Apartamento
Centro,1990000.0,3.0,2.0,2.0,299.0,Apartamento
Victor Konder,1993000.0,3.0,3.0,3.0,172.0,Apartamento
Ponta Aguda,1999000.0,4.0,4.0,4.0,470.0,Casa
Bom Retiro,2000000.0,4.0,1.0,6.0,383.0,Casa
Bom Retiro,2000000.0,4.0,1.0,8.0,383.0,Casa
Bom Retiro,2000000.0,5.0,1.0,6.0,383.0,Casa
Victor Konder,2074000.0,3.0,3.0,3.0,172.0,Apartamento
Jardim Blumenau,2150000.0,3.0,3.0,3.0,186.0,Apartamento
Jardim Blumenau,2199000.0,3.0,3.0,4.0,300.0,Apartamento
Jardim Blumenau,2200000.0,4.0,4.0,3.0,218.0,Apartamento
Jardim Blumenau,2200000.0,3.0,3.0,2.0,154.0,Apartamento
Vila Nova,2200000.0,4.0,4.0,3.0,222.0,Apartamento
Bom Retiro,2250000.0,4.0,4.0,3.0,256.0,Apartamento
Victor Konder,2250000.0,3.0,3.0,3.0,204.0,Apartamento
Victor Konder,2250000.0,3.0,3.0,3.0,204.0,Apartamento
Itoupava Central,2250000.0,3.0,3.0,4.0,259.0,Casa
Bom Retiro,2290000.0,3.0,3.0,3.0,189.0,Apartamento
Velha Central,2350000.0,0.0,0.0,0.0,313.0,Casa
Itoupava Seca,2390000.0,3.0,3.0,3.0,361.0,Casa
Jardim Blumenau,2450000.0,4.0,4.0,3.0,218.0,Apartamento
Jardim Blumenau,2450000.0,3.0,3.0,2.0,202.0,Apartamento
Salto Norte,2490000.0,3.0,1.0,2.0,400.0,Casa
Jardim Blumenau,2500000.0,4.0,4.0,3.0,218.0,Apartamento
Itoupava Norte,2500000.0,4.0,3.0,4.0,730.0,Casa
Itoupava Central,2500000.0,3.0,1.0,5.0,422.0,Casa
Itoupava Norte,2500000.0,5.0,5.0,15.0,700.0,Casa
Ponta Aguda,2690000.0,3.0,3.0,3.0,255.0,Apartamento
Vila Nova,2700000.0,4.0,4.0,3.0,174.0,Apartamento
Itoupava Central,2750000.0,4.0,4.0,6.0,450.0,Casa
Escola Agrícola,2790000.0,3.0,3.0,3.0,351.0,Casa
Jardim Blumenau,2800000.0,5.0,4.0,3.0,320.0,Apartamento
Escola Agrícola,2980000.0,3.0,3.0,4.0,440.0,Casa
Jardim Blumenau,3200000.0,3.0,3.0,4.0,258.0,Apartamento
Itoupava Seca,3200000.0,6.0,4.0,9.0,528.0,Casa
Itoupava Norte,3465000.0,4.0,1.0,3.0,330.0,Casa
Jardim Blumenau,3500000.0,3.0,3.0,4.0,218.0,Apartamento
Boa Vista,3600000.0,6.0,5.0,7.0,525.0,Casa
Jardim Blumenau,3800000.0,4.0,4.0,4.0,227.0,Apartamento
Jardim Blumenau,3990000.0,5.0,5.0,4.0,393.0,Apartamento
Jardim Blumenau,3990000.0,5.0,5.0,4.0,393.1,Apartamento
Itoupava Central,4200000.0,5.0,5.0,3.0,571.0,Casa
Centro,4500000.0,3.0,3.0,6.0,406.0,Apartamento
Jardim Blumenau,5500000.0,3.0,3.0,4.0,330.0,Apartamento
Jardim Blumenau,2000000.0,3.0,3.0,2.0,170.0,Apartamento
Jardim Blumenau,3600000.0,4.0,4.0,4.0,265.0,Apartamento
Vila Formosa,990000.0,3.0,3.0,3.0,101.0,Apartamento
Jardim Blumenau,2900000.0,4.0,4.0,3.0,283.0,Apartamento
Velha,1450000.0,3.0,1.0,0.0,416.0,Casa
Escola Agrícola,900000.0,4.0,1.0,3.0,270.0,Casa
Passo Manso,250000.0,3.0,0.0,1.0,80.0,Apartamento
Ponta Aguda,450000.0,2.0,0.0,1.0,66.0,Apartamento
Fidelis,460000.0,3.0,1.0,2.0,124.0,Casa
Escola Agrícola,475000.0,2.0,2.0,2.0,91.0,Casa
Fortaleza,550000.0,3.0,0.0,2.0,89.0,Casa
Água Verde,595000.0,3.0,1.0,2.0,108.0,Casa
Velha Central,698000.0,3.0,3.0,2.0,111.0,Casa
Itoupava Seca,760000.0,3.0,1.0,2.0,90.0,Apartamento
Centro,993000.0,3.0,3.0,2.0,106.0,Apartamento
Vila Nova,1198000.0,3.0,3.0,2.0,125.0,Apartamento
Centro,680050.0,3.0,3.0,2.0,102.0,Apartamento
Água Verde,480000.0,3.0,1.0,2.0,80.0,Apartamento
Passo Manso,850000.0,3.0,1.0,5.0,230.0,Casa
Itoupava Central,380000.0,2.0,0.0,1.0,64.0,Apartamento
Velha Central,595000.0,3.0,1.0,2.0,137.0,Casa
Velha,850000.0,3.0,1.0,2.0,200.0,Apartamento
Victor Konder,695000.0,0.0,1.0,1.0,128.0,Apartamento
Itoupava Seca,2200000.0,3.0,1.0,3.0,248.0,Casa
Jardim Blumenau,1750000.0,2.0,2.0,3.0,200.0,Apartamento
Velha,450000.0,2.0,1.0,1.0,74.0,Apartamento
Ponta Aguda,2300000.0,4.0,1.0,6.0,350.0,Casa
Escola Agrícola,1980000.0,3.0,1.0,2.0,330.0,Casa
Velha,650000.0,3.0,2.0,2.0,108.0,Apartamento
Itoupava Central,310000.0,2.0,1.0,1.0,66.0,Apartamento
Itoupava Seca,360000.0,1.0,1.0,1.0,53.0,Apartamento
Itoupava Central,899000.0,3.0,0.0,2.0,417.0,Casa
Velha,780000.0,3.0,2.0,2.0,106.0,Apartamento
Água Verde,520000.0,2.0,2.0,3.0,121.0,Casa
Velha Central,398000.0,2.0,2.0,2.0,80.0,Casa
Victor Konder,1420000.0,3.0,3.0,2.0,178.0,Apartamento
Itoupava Seca,760000.0,3.0,1.0,2.0,94.0,Apartamento
Salto Weissbach,835000.0,3.0,1.0,0.0,140.0,Casa
Salto Norte,750000.0,3.0,1.0,2.0,140.0,Casa
Escola Agrícola,390000.0,2.0,2.0,2.0,86.0,Casa
Itoupava Seca,575000.0,2.0,2.0,2.0,75.0,Apartamento
Itoupava Seca,650000.0,2.0,2.0,2.0,93.0,Casa
Itoupava Central,495000.0,3.0,0.0,2.0,172.0,Casa
Jardim Blumenau,1750000.0,3.0,3.0,3.0,199.0,Apartamento
Fortaleza Alta,275000.0,2.0,0.0,1.0,60.0,Casa
Jardim Blumenau,2800000.0,5.0,4.0,3.0,320.0,Apartamento
Jardim Blumenau,550000.0,3.0,1.0,2.0,92.0,Apartamento
Vila Formosa,550000.0,3.0,1.0,2.0,113.0,Apartamento
Salto,590000.0,2.0,1.0,2.0,114.0,Apartamento
Velha,550000.0,2.0,1.0,1.0,55.3,Apartamento
Itoupava Seca,590000.0,2.0,2.0,1.0,68.0,Apartamento
Itoupava Seca,749000.0,3.0,1.0,1.0,90.8,Apartamento
Velha Central,780000.0,3.0,3.0,2.0,140.0,Casa
Velha,910000.0,3.0,1.0,4.0,274.0,Casa
Jardim Blumenau,1700000.0,3.0,3.0,3.0,200.0,Apartamento
Salto,450000.0,2.0,1.0,2.0,77.0,Apartamento
Vila Nova,550000.0,3.0,0.0,2.0,300.0,Casa
Passo Manso,565000.0,3.0,1.0,2.0,129.0,Casa
Velha,650000.0,3.0,2.0,2.0,105.0,Apartamento
Itoupava Central,320000.0,2.0,0.0,2.0,67.4,Casa
Itoupava Central,360000.0,2.0,0.0,0.0,57.0,Casa
Itoupava Seca,700000.0,2.0,2.0,2.0,91.0,Apartamento
Ponta Aguda,775000.0,3.0,3.0,2.0,158.7,Casa
Velha Central,360000.0,2.0,0.0,1.0,97.0,Casa
Água Verde,469000.0,2.0,2.0,1.0,80.0,Casa
Centro,650000.0,1.0,0.0,0.0,49.0,Apartamento
Velha,599000.0,3.0,1.0,2.0,110.0,Apartamento
Itoupava Central,450000.0,3.0,1.0,2.0,140.0,Casa
Escola Agrícola,570000.0,2.0,2.0,2.0,123.0,Casa
Ponta Aguda,1450000.0,4.0,3.0,3.0,302.0,Apartamento
Salto Weissbach,550000.0,3.0,1.0,1.0,126.0,Casa
Passo Manso,525000.0,2.0,0.0,1.0,88.0,Casa
Velha,785000.0,3.0,1.0,2.0,112.0,Apartamento
Jardim Blumenau,995000.0,3.0,1.0,2.0,107.0,Apartamento
Velha,595369.0,2.0,2.0,2.0,86.0,Apartamento
Vila Nova,620000.0,2.0,2.0,2.0,85.0,Apartamento
Victor Konder,570000.0,2.0,1.0,1.0,97.0,Apartamento
Ponta Aguda,350000.0,2.0,2.0,2.0,80.0,Casa
Velha,265000.0,3.0,0.0,1.0,56.0,Apartamento
Itoupavazinha,280000.0,3.0,1.0,1.0,67.0,Apartamento
Itoupava Central,290000.0,2.0,0.0,1.0,47.9,Apartamento
Passo Manso,389990.0,2.0,0.0,1.0,59.0,Casa
Boa Vista,390000.0,2.0,0.0,1.0,54.0,Apartamento
Velha,395000.0,1.0,0.0,1.0,46.0,Apartamento
Velha,395000.0,2.0,0.0,1.0,59.0,Apartamento
Escola Agrícola,410000.0,2.0,1.0,2.0,66.0,Apartamento
Itoupava Seca,440000.0,2.0,1.0,1.0,68.0,Apartamento
Água Verde,445000.0,2.0,2.0,2.0,72.0,Casa
Escola Agrícola,450000.0,3.0,1.0,2.0,72.0,Apartamento
Escola Agrícola,450000.0,2.0,1.0,2.0,66.0,Apartamento
Itoupava Norte,469000.0,2.0,1.0,2.0,77.0,Apartamento
Itoupava Seca,495000.0,2.0,2.0,2.0,81.0,Apartamento
Ponta Aguda,497000.0,0.0,0.0,7.0,200.0,Casa
Itoupava Seca,498000.0,2.0,1.0,2.0,62.0,Apartamento
Badenfurt,499900.0,3.0,1.0,3.0,90.0,Casa
Itoupava Seca,500000.0,2.0,1.0,1.0,63.0,Apartamento
Velha,510000.0,2.0,2.0,1.0,76.0,Apartamento
Velha,515000.0,3.0,1.0,2.0,79.0,Apartamento
Itoupava Seca,525000.0,2.0,1.0,1.0,63.0,Apartamento
Vila Nova,550000.0,2.0,1.0,2.0,74.0,Apartamento
Progresso,550000.0,3.0,0.0,1.0,164.0,Casa
Água Verde,560000.0,3.0,1.0,1.0,94.0,Casa
Água Verde,580000.0,2.0,2.0,1.0,107.2,Casa
Itoupava Seca,590000.0,2.0,1.0,2.0,114.0,Apartamento
Escola Agrícola,595000.0,3.0,1.0,2.0,98.0,Apartamento
Itoupava Central,595990.0,3.0,1.0,2.0,100.0,Apartamento
Vorstadt,599000.0,3.0,1.0,2.0,120.0,Casa
Vila Nova,619000.0,2.0,2.0,2.0,85.0,Apartamento
Velha,620000.0,3.0,1.0,2.0,94.5,Apartamento
Escola Agrícola,620000.0,2.0,2.0,2.0,84.0,Apartamento
Itoupava Seca,630000.0,2.0,1.0,1.0,66.0,Apartamento
Vila Nova,670000.0,2.0,2.0,2.0,92.0,Apartamento
Victor Konder,675000.0,2.0,1.0,2.0,99.0,Apartamento
Passo Manso,690000.0,3.0,1.0,2.0,108.0,Casa
Itoupava Central,698990.0,5.0,0.0,3.0,170.0,Casa
Velha,720000.0,3.0,1.0,2.0,110.9,Casa
Vila Nova,720000.0,3.0,3.0,2.0,111.0,Apartamento
Vila Formosa,725000.0,2.0,2.0,2.0,85.0,Apartamento
Itoupava Seca,725000.0,2.0,2.0,2.0,102.0,Apartamento
Itoupava Seca,725000.0,2.0,2.0,2.0,102.0,Apartamento
Velha,730000.0,3.0,1.0,2.0,128.0,Casa
Vila Nova,735000.0,2.0,2.0,3.0,103.0,Apartamento
Vila Nova,739000.0,3.0,1.0,2.0,101.0,Apartamento
Velha,749000.0,3.0,2.0,2.0,97.0,Apartamento
Velha,749000.0,3.0,1.0,2.0,120.0,Apartamento
Itoupava Central,749000.0,2.0,2.0,1.0,154.0,Apartamento
Velha,756000.0,3.0,1.0,2.0,110.0,Apartamento
Velha,769000.0,2.0,1.0,2.0,76.0,Apartamento
Velha,769000.0,2.0,1.0,2.0,76.0,Apartamento
Velha,790000.0,3.0,1.0,2.0,96.0,Apartamento
Água Verde,795000.0,3.0,1.0,2.0,125.0,Apartamento
Fortaleza,799000.0,2.0,1.0,2.0,120.0,Apartamento
Tribess,799000.0,3.0,1.0,2.0,157.0,Casa
Água Verde,820000.0,3.0,1.0,2.0,88.0,Apartamento
Vila Nova,840000.0,3.0,3.0,2.0,186.0,Apartamento
Itoupava Central,840000.0,3.0,1.0,2.0,160.0,Casa
Escola Agrícola,849000.0,3.0,2.0,2.0,106.0,Apartamento
Água Verde,849990.0,3.0,1.0,2.0,88.4,Apartamento
Escola Agrícola,850000.0,3.0,2.0,2.0,120.0,Apartamento
Velha,850000.0,3.0,1.0,2.0,102.0,Apartamento
Escola Agrícola,850000.0,3.0,2.0,2.0,107.0,Apartamento
Velha,850000.0,3.0,2.0,2.0,200.0,Apartamento
Jardim Blumenau,880000.0,3.0,3.0,2.0,171.7,Apartamento
Itoupava Seca,895000.0,3.0,1.0,1.0,91.0,Apartamento
Água Verde,895000.0,3.0,3.0,3.0,151.8,Casa
Ponta Aguda,899000.0,3.0,1.0,2.0,117.0,Apartamento
Ponta Aguda,900000.0,2.0,2.0,2.0,90.0,Apartamento
Fortaleza,900000.0,3.0,1.0,3.0,110.0,Apartamento
Escola Agrícola,920000.0,3.0,2.0,2.0,107.0,Apartamento
Vila Nova,940000.0,3.0,3.0,3.0,121.0,Apartamento
Escola Agrícola,950000.0,4.0,1.0,2.0,205.0,Casa
Velha,960000.0,2.0,2.0,3.0,159.0,Apartamento
Victor Konder,990000.0,2.0,2.0,2.0,83.0,Apartamento
Itoupava Seca,990000.0,2.0,1.0,2.0,176.0,Apartamento
Victor Konder,1000000.0,3.0,3.0,2.0,123.0,Apartamento
Vila Nova,1036000.0,3.0,3.0,3.0,127.0,Apartamento
Vila Nova,1090000.0,3.0,1.0,2.0,111.0,Apartamento
Ponta Aguda,1100000.0,4.0,1.0,4.0,200.0,Casa
Ponta Aguda,1100000.0,3.0,3.0,2.0,174.6,Casa
Vila Nova,1100000.0,3.0,3.0,2.0,143.0,Apartamento
Água Verde,1100000.0,3.0,1.0,3.0,184.0,Casa
Fortaleza,1170000.0,3.0,1.0,2.0,151.0,Casa
Victor Konder,1180000.0,4.0,4.0,3.0,226.0,Apartamento
Velha,1200000.0,4.0,0.0,3.0,179.0,Casa
Fortaleza,1290000.0,3.0,1.0,3.0,140.0,Casa
Victor Konder,1290000.0,2.0,2.0,2.0,142.7,Apartamento
Vila Nova,1290000.0,3.0,3.0,2.0,168.0,Apartamento
Victor Konder,1290000.0,3.0,3.0,3.0,135.0,Apartamento
Victor Konder,1299000.0,3.0,3.0,2.0,137.0,Apartamento
Vila Nova,1300000.0,3.0,3.0,3.0,141.0,Apartamento
Itoupava Central,1300000.0,3.0,3.0,4.0,176.0,Apartamento
Ponta Aguda,1336000.0,3.0,3.0,3.0,136.0,Apartamento
Bom Retiro,1350000.0,3.0,3.0,4.0,132.0,Apartamento
Victor Konder,1350000.0,3.0,3.0,2.0,174.0,Apartamento
Victor Konder,1350000.0,3.0,3.0,3.0,138.7,Apartamento
Victor Konder,1350000.0,3.0,3.0,3.0,138.7,Apartamento
Vila Nova,1370000.0,2.0,2.0,3.0,151.0,Apartamento
Jardim Blumenau,1380000.0,3.0,3.0,2.0,160.0,Apartamento
Jardim Blumenau,1380000.0,3.0,3.0,3.0,150.0,Apartamento
Vila Nova,1430000.0,4.0,4.0,3.0,180.0,Apartamento
Vila Nova,1450000.0,4.0,1.0,4.0,449.0,Casa
Itoupava Norte,1490000.0,3.0,3.0,2.0,347.4,Casa
Badenfurt,1550000.0,3.0,1.0,2.0,503.0,Casa
Velha,1650000.0,3.0,1.0,5.0,292.0,Casa
Jardim Blumenau,1650000.0,3.0,3.0,2.0,225.6,Apartamento
Itoupava Central,1650000.0,4.0,1.0,2.0,240.0,Casa
Vila Nova,1699000.0,3.0,3.0,2.0,139.0,Apartamento
Jardim Blumenau,2150000.0,2.0,2.0,3.0,217.5,Apartamento
Victor Konder,2200000.0,3.0,3.0,3.0,137.4,Apartamento
Ponta Aguda,2200000.0,3.0,3.0,2.0,214.0,Casa
Vila Nova,2250000.0,4.0,4.0,3.0,222.0,Apartamento
Victor Konder,2250000.0,3.0,3.0,3.0,203.0,Apartamento
Itoupava Central,2250000.0,3.0,3.0,4.0,259.0,Casa
Jardim Blumenau,2300000.0,5.0,1.0,3.0,340.0,Apartamento
Itoupava Central,2400000.0,3.0,3.0,3.0,344.0,Casa
Victor Konder,2600000.0,3.0,3.0,3.0,204.0,Apartamento
Velha,2700000.0,3.0,3.0,4.0,230.0,Apartamento
Vila Nova,2800000.0,3.0,3.0,4.0,300.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,4.0,350.0,Casa
Itoupava Central,3200000.0,4.0,4.0,3.0,468.0,Casa
Velha,3200000.0,3.0,3.0,3.0,262.0,Apartamento
Jardim Blumenau,3200000.0,4.0,4.0,4.0,265.0,Apartamento
Jardim Blumenau,3500000.0,4.0,4.0,3.0,245.0,Apartamento
Itoupava Seca,3500000.0,4.0,1.0,5.0,312.7,Casa
Jardim Blumenau,3600000.0,3.0,3.0,4.0,265.0,Apartamento
Jardim Blumenau,3800000.0,4.0,4.0,4.0,227.0,Apartamento
Jardim Blumenau,3990000.0,4.0,4.0,4.0,393.0,Apartamento
Escola Agrícola,4500000.0,4.0,1.0,5.0,435.0,Casa
Velha,6500000.0,4.0,3.0,6.0,750.0,Casa
Ponta Aguda,890000.0,3.0,1.0,2.0,122.0,Apartamento
Fortaleza,990000.0,3.0,1.0,2.0,173.0,Casa
Velha Central,470000.0,3.0,1.0,2.0,110.0,Casa
Itoupava Norte,690000.0,2.0,1.0,2.0,78.0,Apartamento
Água Verde,689000.0,3.0,1.0,1.0,108.6,Casa
Escola Agrícola,590000.0,3.0,3.0,2.0,123.0,Casa
Badenfurt,850000.0,3.0,1.0,2.0,180.0,Casa
Velha,750000.0,3.0,0.0,4.0,163.0,Casa
Velha Central,698000.0,3.0,3.0,2.0,111.0,Casa
Água Verde,695000.0,5.0,1.0,3.0,311.2,Casa
Itoupava Central,874990.0,3.0,1.0,4.0,160.0,Casa
Fortaleza Alta,370000.0,2.0,2.0,1.0,116.0,Casa
Escola Agrícola,1980000.0,3.0,1.0,0.0,330.0,Casa
Fortaleza Alta,360000.0,2.0,0.0,2.0,77.0,Casa
Ponta Aguda,450000.0,2.0,0.0,1.0,67.0,Apartamento
Escola Agrícola,495000.0,3.0,1.0,0.0,125.0,Casa
Velha,750000.0,3.0,1.0,4.0,154.0,Casa
Vila Nova,850000.0,4.0,2.0,2.0,155.6,Apartamento
Itoupava Central,1300000.0,6.0,1.0,6.0,210.0,Casa
Itoupava Norte,1490000.0,3.0,3.0,2.0,290.0,Casa
Velha Central,590000.0,3.0,1.0,2.0,146.4,Casa
Vila Formosa,450000.0,2.0,1.0,2.0,113.0,Apartamento
Itoupava Norte,400000.0,2.0,2.0,2.0,88.0,Casa
Salto Norte,295000.0,2.0,2.0,1.0,53.5,Apartamento
Salto Norte,329000.0,2.0,1.0,1.0,64.9,Apartamento
Garcia,560000.0,4.0,0.0,3.0,164.9,Apartamento
Ponta Aguda,1300000.0,3.0,3.0,2.0,341.9,Apartamento
Escola Agrícola,1980000.0,3.0,1.0,4.0,330.0,Casa
Bom Retiro,2000000.0,4.0,1.0,4.0,383.0,Casa
Itoupava Central,279990.0,3.0,1.0,1.0,64.6,Apartamento
Itoupava Norte,400000.0,2.0,1.0,2.0,63.8,Apartamento
Ponta Aguda,498000.0,2.0,1.0,2.0,96.0,Apartamento
Victor Konder,950000.0,3.0,1.0,2.0,148.0,Apartamento
Victor Konder,1350000.0,3.0,3.0,3.0,139.0,Apartamento
Água Verde,559000.0,3.0,1.0,1.0,108.6,Casa
Ribeirão Fresco,585000.0,3.0,1.0,2.0,154.0,Apartamento
Velha,998000.0,3.0,3.0,2.0,124.0,Apartamento
Água Verde,449000.0,2.0,1.0,0.0,74.0,Apartamento
Fortaleza,450000.0,3.0,1.0,1.0,89.0,Apartamento
Victor Konder,2600000.0,3.0,3.0,4.0,226.0,Apartamento
Jardim Blumenau,1300000.0,3.0,1.0,2.0,236.0,Apartamento
Itoupava Central,349000.0,2.0,0.0,2.0,70.2,Casa
Vila Nova,590000.0,3.0,1.0,1.0,92.0,Casa
Vila Nova,670000.0,2.0,2.0,2.0,92.0,Apartamento
Itoupava Seca,700000.0,3.0,1.0,1.0,112.0,Apartamento
Itoupava Seca,760000.0,3.0,1.0,2.0,90.0,Apartamento
Velha,829000.0,3.0,1.0,2.0,101.0,Apartamento
Velha,827000.0,3.0,1.0,3.0,115.0,Apartamento
Escola Agrícola,875000.0,3.0,1.0,3.0,171.0,Casa
Salto Weissbach,899000.0,3.0,1.0,2.0,147.0,Casa
Vila Nova,1370000.0,2.0,2.0,3.0,151.0,Apartamento
Itoupava Norte,349990.0,2.0,2.0,1.0,80.0,Casa
Itoupava Central,430000.0,2.0,0.0,1.0,62.0,Apartamento
Vila Nova,440000.0,2.0,1.0,1.0,79.1,Apartamento
Itoupava Norte,455000.0,2.0,1.0,2.0,75.0,Apartamento
Jardim Blumenau,980000.0,3.0,1.0,2.0,171.7,Apartamento
Salto Weissbach,1100000.0,3.0,1.0,4.0,169.0,Casa
Badenfurt,1149990.0,4.0,1.0,2.0,188.6,Casa
Victor Konder,480000.0,2.0,1.0,1.0,67.6,Apartamento
Velha Central,335000.0,2.0,0.0,1.0,55.0,Apartamento
Garcia,420000.0,3.0,0.0,1.0,97.0,Apartamento
